SKU,Description,CriticalCode,CriticalCodeDescription,CommodityCode,CommodityCodeDescription,InventoryClassCode,InventoryClassCodeDescription,StockDiscount,DNPTimiAgoras,TimiLianikis,PosotitaPoliseon
AH117643          ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",B,20%(Class A +B=70 % of parts),Y,20.13,48.9159,0
AH12089           ,Packing                    ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",D,7%(Class A+B+C+D=97% of parts),Y,48.1,116.883,2
AH120907          ,Hub                        ,14,Machine-Down>2 Hours to Instal,   , ,D,7%(Class A+B+C+D=97% of parts),Y,127.69,310.2867,0
AH12466           ,________,14,Machine-Down>2 Hours to Instal,385,"Other, combine",C,20%(Class A+B+C=90% of parts),Y,13.49,32.7807,2
AH124731          ,__________,14,Machine-Down>2 Hours to Instal,385,"Other, combine",C,20%(Class A+B+C=90% of parts),Y,73.88,179.5284,1
AH125233          ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",C,20%(Class A+B+C=90% of parts),Y,16.42,39.9006,0
AH128391          ,________,14,Machine-Down>2 Hours to Instal,385,"Other, combine",A,Reserved for weekly deliv(50%),Y,9.84,23.9112,20
AH128654          ,Electrical Coil            ,14,Machine-Down>2 Hours to Instal,383,"Electrical parts, combine",D,7%(Class A+B+C+D=97% of parts),Y,50.01,121.5243,0
AH128723          ,Brake                      ,14,Machine-Down>2 Hours to Instal,   , ,D,7%(Class A+B+C+D=97% of parts),Y,28.99,70.4457,2
AH128865          ,Electric Motor             ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",C,20%(Class A+B+C=90% of parts),Y,86.56,210.3408,0
AH130127          ,Pump                       ,14,Machine-Down>2 Hours to Instal,404,"Components, Fuel Injection",B,20%(Class A +B=70 % of parts),Y,57.39,139.4577,10
AH130570          ,Shaft                      ,14,Machine-Down>2 Hours to Instal,488,"Shafts, combine",D,7%(Class A+B+C+D=97% of parts),Y,100.44,244.0692,0
AH131310          ,Hydraulic Motor Reman      ,14,Machine-Down>2 Hours to Instal,453,"Ag, Reman, Pumps & Motors",D,7%(Class A+B+C+D=97% of parts),Y,1792.51,4355.7993,0
AH131326          ,Seal                       ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",C,20%(Class A+B+C=90% of parts),Y,11.26,27.3618,2
AH131405          ,Seal                       ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",C,20%(Class A+B+C=90% of parts),Y,8.3,20.169,1
AH131860          ,Seal                       ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",A,Reserved for weekly deliv(50%),Y,17.48,42.4764,13
AH134733          ,Seal                       ,14,Machine-Down>2 Hours to Instal,920,Bearings,C,20%(Class A+B+C=90% of parts),Y,20.43,49.6449,0
AH134833          ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,60.24,146.3832,0
AH136497          ,________,14,Machine-Down>2 Hours to Instal,385,"Other, combine",B,20%(Class A +B=70 % of parts),Y,12.66,30.7638,0
AH137771          ,Seal                       ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",B,20%(Class A +B=70 % of parts),Y,18.25,44.3475,0
AH137772          ,Seal                       ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,13.03,31.6629,0
AH140185          ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",B,20%(Class A +B=70 % of parts),Y,11.97,29.0871,6
AH14349           ,________,14,Machine-Down>2 Hours to Instal,429,"Kits, cylinder hydraulic repai",B,20%(Class A +B=70 % of parts),Y,4.17,10.1331,3
AH144147          ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",C,20%(Class A+B+C=90% of parts),Y,8.6,20.898,0
AH144149          ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",C,20%(Class A+B+C=90% of parts),Y,22.04,53.5572,0
AH144715          ,Seal                       ,14,Machine-Down>2 Hours to Instal,489,"Feeding, combine",B,20%(Class A +B=70 % of parts),Y,13.77,33.4611,3
AH146309          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",E,3%(Class A+B+C+D+E=100%ofparts,Y,10.2,24.786,1
AH146441          ,Gear                       ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",D,7%(Class A+B+C+D=97% of parts),Y,175.02,425.2986,0
AH146557          ,Seal                       ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,9.6,23.328,1
AH146561          ,Seal                       ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,7.4,17.982,1
AH148472          ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,   , ,D,7%(Class A+B+C+D=97% of parts),Y,12.81,31.1283,0
AH150686          ,Needle Bearing             ,14,Machine-Down>2 Hours to Instal,920,Bearings,B,20%(Class A +B=70 % of parts),Y,10.92,26.5356,0
AH150900          ,Idler                      ,14,Machine-Down>2 Hours to Instal,487,"Drives, combine",C,20%(Class A+B+C=90% of parts),Y,41.63,101.1609,0
AH151653          ,________,14,Machine-Down>2 Hours to Instal,920,Bearings,B,20%(Class A +B=70 % of parts),Y,38.48,93.5064,0
AH15442           ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",C,20%(Class A+B+C=90% of parts),Y,5.02,12.1986,3
AH155232          ,V-Ring Seal                ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,22.04,53.5572,0
AH161527          ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",B,20%(Class A +B=70 % of parts),Y,23.02,55.9386,0
AH161529          ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",C,20%(Class A+B+C=90% of parts),Y,21.64,52.5852,0
AH162145          ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,96.94,235.5642,0
AH165609          ,Ball Bearing               ,14,Machine-Down>2 Hours to Instal,920,Bearings,C,20%(Class A+B+C=90% of parts),Y,79.93,194.2299,0
AH167731          ,Blower Motor               ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",B,20%(Class A +B=70 % of parts),Y,116.18,282.3174,0
AH168161          ,Ball Bearing               ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,23.88,58.0284,0
AH169875          ,Compressor                 ,14,Machine-Down>2 Hours to Instal,498,"Air conditioning, tractor",A,Reserved for weekly deliv(50%),Y,492.55,1196.8965,0
AH170157          ,Cam Kit                    ,14,Machine-Down>2 Hours to Instal,487,"Drives, combine",C,20%(Class A+B+C=90% of parts),Y,193.26,469.6218,0
AH171602          ,Bearing                    ,14,Machine-Down>2 Hours to Instal,380,"Platform & draper parts, combi",B,20%(Class A +B=70 % of parts),Y,5.32,12.9276,10
AH19842           ,________ __________,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",D,7%(Class A+B+C+D=97% of parts),Y,8.49,20.6307,29
AH201038          ,Ball Bearing               ,14,Machine-Down>2 Hours to Instal,920,Bearings,C,20%(Class A+B+C=90% of parts),Y,83.11,201.9573,0
AH201530          ,Ball Bearing               ,14,Machine-Down>2 Hours to Instal,920,Bearings,C,20%(Class A+B+C=90% of parts),Y,18.69,45.4167,0
AH201531          ,Ball Bearing               ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,29.7,72.171,1
AH203871          ,Valve                      ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",B,20%(Class A +B=70 % of parts),Y,29.11,70.7373,0
AH208584          ,Actuator                   ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,119.37,290.0691,0
AH20941           ,________ ___�____,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,25.32,61.5276,62
AH209644          ,Seal                       ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,17.4,42.282,0
AH209762          ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",D,7%(Class A+B+C+D=97% of parts),Y,8.79,21.3597,0
AH209763          ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",D,7%(Class A+B+C+D=97% of parts),Y,5.64,13.7052,0
AH210762          ,Shaft                      ,14,Machine-Down>2 Hours to Instal,488,"Shafts, combine",C,20%(Class A+B+C=90% of parts),Y,43.52,105.7536,0
AH211578          ,Seal                       ,14,Machine-Down>2 Hours to Instal,   , ,D,7%(Class A+B+C+D=97% of parts),Y,8.27,20.0961,0
AH211769          ,________,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,19.36,47.0448,3
AH212539          ,Hydraulic Pump             ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,503.83,1224.3069,2
AH212540          ,Hydraulic Pump             ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,515.25,1252.0575,1
AH214862          ,Ball Bearing               ,14,Machine-Down>2 Hours to Instal,920,Bearings,B,20%(Class A +B=70 % of parts),Y,14.17,34.4331,0
AH215111          ,______ ___�_ ____�_,14,Machine-Down>2 Hours to Instal,   , ,A,Reserved for weekly deliv(50%),Y,18.9,45.927,28
AH215259          ,Seal                       ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,26.78,65.0754,0
AH216871          ,Seal                       ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,6.94,16.8642,0
AH21815           ,Seal                       ,14,Machine-Down>2 Hours to Instal,385,"Other, combine",B,20%(Class A +B=70 % of parts),Y,9.12,22.1616,6
AH220872          ,Actuator                   ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,401.12,974.7216,0
AH221427          ,Ball Bearing               ,14,Machine-Down>2 Hours to Instal,920,Bearings,C,20%(Class A+B+C=90% of parts),Y,52.89,128.5227,0
AH223322          ,Actuator                   ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,298.42,725.1606,0
AH224006          ,Worm Gear                  ,14,Machine-Down>2 Hours to Instal,   , ,D,7%(Class A+B+C+D=97% of parts),Y,112.67,273.7881,0
AH225510          ,Bearing                    ,14,Machine-Down>2 Hours to Instal,920,Bearings,B,20%(Class A +B=70 % of parts),Y,19.36,47.0448,0
AH225671          ,_______ ___________�_,14,Machine-Down>2 Hours to Instal,   , ,A,Reserved for weekly deliv(50%),Y,113.8,276.534,5
AH225672          ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,380,"Platform & draper parts, combi",B,20%(Class A +B=70 % of parts),Y,14.68,35.6724,4
AH225673          ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,380,"Platform & draper parts, combi",B,20%(Class A +B=70 % of parts),Y,17.45,42.4035,4
AH226238          ,Hydraulic Pump             ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,231.39,562.2777,0
AH228608          ,________ ___ __ _______ ______ __________,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,13.14,31.9302,2
AH231234          ,______ ___________,14,Machine-Down>2 Hours to Instal,18I,"Pump, hydrostatic, remanufactu",D,7%(Class A+B+C+D=97% of parts),Y,323.11,785.1573,0
AH63109           ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,   , ,D,7%(Class A+B+C+D=97% of parts),Y,12.46,30.2778,0
AH63565           ,_____ _�___,14,Machine-Down>2 Hours to Instal,521,"Fittings, hydraulic",B,20%(Class A +B=70 % of parts),Y,7.12,17.3016,0
AH78794           ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,   , ,D,7%(Class A+B+C+D=97% of parts),Y,27.15,65.9745,0
AH80223           ,______ ________,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,6.23,15.1389,16
AH81622           ,________ ___�____,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",B,20%(Class A +B=70 % of parts),Y,9.67,23.4981,7
AH87140           ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",B,20%(Class A +B=70 % of parts),Y,16.2,39.366,1
AH87141           ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",B,20%(Class A +B=70 % of parts),Y,11.41,27.7263,3
AH87267           ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,429,"Kits, cylinder hydraulic repai",D,7%(Class A+B+C+D=97% of parts),Y,11.79,28.6497,3
AH89023           ,________,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",B,20%(Class A +B=70 % of parts),Y,14.32,34.7976,1
AH90963           ,Seal                       ,14,Machine-Down>2 Hours to Instal,487,"Drives, combine",B,20%(Class A +B=70 % of parts),Y,17.92,43.5456,0
AH94853           ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",B,20%(Class A +B=70 % of parts),Y,12.72,30.9096,0
AH96135           ,Seal                       ,14,Machine-Down>2 Hours to Instal,930,"Seals, oil & grease",C,20%(Class A+B+C=90% of parts),Y,9.6,23.328,1
AH96345           ,Seal                       ,14,Machine-Down>2 Hours to Instal,573,Rivets,C,20%(Class A+B+C=90% of parts),Y,11.38,27.6534,0
AH96585           ,Ball Bearing               ,14,Machine-Down>2 Hours to Instal,920,Bearings,B,20%(Class A +B=70 % of parts),Y,28.86,70.1298,0
AH98118           ,Seal                       ,14,Machine-Down>2 Hours to Instal,358,"Header, row crop, forage harve",B,20%(Class A +B=70 % of parts),Y,7.35,17.8605,0
AL110010          ,________ PTO 540/1000,14,Machine-Down>2 Hours to Instal,525,"Power take-off (PTO), tractor",A,Reserved for weekly deliv(50%),Y,17.31,42.0633,27
AL110258          ,Valve                      ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,423.68,1029.5424,0
AL110340          ,Hydraulic Reservoir        ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,68.63,166.7709,1
AL110874          ,Valve                      ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,423.68,1029.5424,0
AL110917          ,___ _________ ________,14,Machine-Down>2 Hours to Instal,442,"Axle parts, tractor",B,20%(Class A +B=70 % of parts),Y,184.04,447.2172,3
AL110922          ,Seal                       ,14,Machine-Down>2 Hours to Instal,442,"Axle parts, tractor",C,20%(Class A+B+C=90% of parts),Y,17.61,42.7923,0
AL110924          ,________,14,Machine-Down>2 Hours to Instal,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,23.6,57.348,4
AL110927          ,Bearing                    ,14,Machine-Down>2 Hours to Instal,920,Bearings,C,20%(Class A+B+C=90% of parts),Y,30.34,73.7262,3
AL111096          ,Tapered Roller Bearing     ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,39.43,95.8149,2
AL111813          ,Refrigerant Hose           ,14,Machine-Down>2 Hours to Instal,498,"Air conditioning, tractor",B,20%(Class A +B=70 % of parts),Y,58.1,141.183,0
AL112507          ,_______ ______,14,Machine-Down>2 Hours to Instal,425,"Electrical parts, tractor",A,Reserved for weekly deliv(50%),Y,281.36,683.7048,11
AL112628          ,________,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,16.71,40.6053,4
AL112786          ,Ball Bearing               ,14,Machine-Down>2 Hours to Instal,920,Bearings,B,20%(Class A +B=70 % of parts),Y,12,29.16,0
AL112819          ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,30.17,73.3131,15
AL112911          ,___ __________,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,14.71,35.7453,9
AL112953          ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",A,Reserved for weekly deliv(50%),Y,11.55,28.0665,8
AL112957          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,425,"Electrical parts, tractor",B,20%(Class A +B=70 % of parts),Y,420.07,1020.7701,0
AL113022          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,10.43,25.3449,1
AL113279          ,Bearing                    ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,40.57,98.5851,2
AL113451          ,_____________ _________,14,Machine-Down>2 Hours to Instal,447,"Other, tractor",A,Reserved for weekly deliv(50%),Y,12.11,29.4273,85
AL113657          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,21.68,52.6824,2
AL113726          ,Check Valve                ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,13.02,31.6386,3
AL113954          ,Gasket Kit                 ,14,Machine-Down>2 Hours to Instal,440,"Brakes, tractor",A,Reserved for weekly deliv(50%),Y,42.88,104.1984,1
AL114276          ,Check Valve                ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,3.5,8.505,0
AL114548          ,________ ___________,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,10.08,24.4944,27
AL114895          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,327,Telehandler-Cameco,B,20%(Class A +B=70 % of parts),Y,15.13,36.7659,1
AL114942          ,Bearing Cone               ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,12.99,31.5657,2
AL114955          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,   , ,A,Reserved for weekly deliv(50%),Y,15.13,36.7659,2
AL115002          ,______ _____,14,Machine-Down>2 Hours to Instal,526,"Radiators, tractor",A,Reserved for weekly deliv(50%),Y,433.76,1054.0368,0
AL115003          ,______,14,Machine-Down>2 Hours to Instal,526,"Radiators, tractor",B,20%(Class A +B=70 % of parts),Y,470.26,1142.7318,1
AL115435          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,8.66,21.0438,2
AL115857          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,425,"Electrical parts, tractor",B,20%(Class A +B=70 % of parts),Y,8.66,21.0438,0
AL116561          ,Seal                       ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,16.89,41.0427,3
AL116668          ,Radiator                   ,14,Machine-Down>2 Hours to Instal,526,"Radiators, tractor",B,20%(Class A +B=70 % of parts),Y,446.77,1085.6511,0
AL116914          ,Refrigerant Hose           ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,139.04,337.8672,0
AL116916          ,Refrigerant Hose           ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,100.42,244.0206,0
AL117021          ,Bearing Cone               ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,23.58,57.2994,8
AL117022          ,Bearing                    ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,21.62,52.5366,7
AL117189          ,_______ _____.____ __________,14,Machine-Down>2 Hours to Instal,497,"Lines, hoses, & tanks, fuel, t",A,Reserved for weekly deliv(50%),Y,9.34,22.6962,51
AL117456          ,Actuator                   ,14,Machine-Down>2 Hours to Instal,309,"Seats, tractor",B,20%(Class A +B=70 % of parts),Y,34.73,84.3939,1
AL118142          ,________,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,11.44,27.7992,1
AL118612          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,15.15,36.8145,2
AL119378          ,Gasket Kit                 ,14,Machine-Down>2 Hours to Instal,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,112.68,273.8124,0
AL119566          ,Oil Cooler                 ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,459.46,1116.4878,1
AL119567          ,Oil Cooler                 ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,507.65,1233.5895,1
AL119960          ,________,14,Machine-Down>2 Hours to Instal,427,"Clutch, tractor",A,Reserved for weekly deliv(50%),Y,64.26,156.1518,3
AL120028          ,________ _________,14,Machine-Down>2 Hours to Instal,427,"Clutch, tractor",A,Reserved for weekly deliv(50%),Y,167.08,406.0044,11
AL120028.___,________ _________,14,Machine-Down>2 Hours to Instal,427,"Clutch, tractor",A,Reserved for weekly deliv(50%),Y,0,0,0
AL120029          ,Throw-Out Bearing          ,14,Machine-Down>2 Hours to Instal,427,"Clutch, tractor",B,20%(Class A +B=70 % of parts),Y,183.14,445.0302,5
AL120095          ,Throw-Out Bearing          ,14,Machine-Down>2 Hours to Instal,427,"Clutch, tractor",C,20%(Class A+B+C=90% of parts),Y,51.92,126.1656,3
AL120098          ,Throw-Out Bearing          ,14,Machine-Down>2 Hours to Instal,427,"Clutch, tractor",D,7%(Class A+B+C+D=97% of parts),Y,94.11,228.6873,1
AL120106          ,Oil Pump                   ,14,Machine-Down>2 Hours to Instal,414,"Other, engine",A,Reserved for weekly deliv(50%),Y,547.39,1330.1577,4
AL120107          ,Oil Pump                   ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,631,1533.33,9
AL150750          ,________,14,Machine-Down>2 Hours to Instal,   , ,A,Reserved for weekly deliv(50%),Y,17.39,42.2577,37
AL151879          ,Attenuator                 ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,123.53,300.1779,2
AL152075          ,Cylindrical Roller Bearing ,14,Machine-Down>2 Hours to Instal,920,Bearings,B,20%(Class A +B=70 % of parts),Y,94.55,229.7565,1
AL153161          ,Refrigerant Hose           ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,40.05,97.3215,0
AL153388          ,Valve Stack                ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,645.87,1569.4641,0
AL155874          ,Fan                        ,14,Machine-Down>2 Hours to Instal,   , ,A,Reserved for weekly deliv(50%),Y,255.4,620.622,3
AL156254          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,50,121.5,10
AL156335          ,______ __________,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,408.44,992.5092,1
AL156503          ,Bearing Cone               ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,28.57,69.4251,8
AL156506          ,Bearing Cone               ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,35.1,85.293,3
AL157199          ,Seal Kit                   ,14,Machine-Down>2 Hours to Instal,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,17.01,41.3343,4
AL157325          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,15.13,36.7659,1
AL157732          ,Synchronizer               ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,343.88,835.6284,0
AL158036          ,Wiring Harness             ,14,Machine-Down>2 Hours to Instal,   , ,B,20%(Class A +B=70 % of parts),Y,26.03,63.2529,0
AL158520          ,Heater                     ,14,Machine-Down>2 Hours to Instal,TP1,"Attachment, Mannheim",B,20%(Class A +B=70 % of parts),Y,64.55,156.8565,0
AL158922          ,________,14,Machine-Down>2 Hours to Instal,444,Transmission,A,Reserved for weekly deliv(50%),Y,30.32,73.6776,11
AL159249          ,Oil Cooler                 ,14,Machine-Down>2 Hours to Instal,444,Transmission,A,Reserved for weekly deliv(50%),Y,552.12,1341.6516,0
AL159303          ,Shaft                      ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,22.24,54.0432,0
AL159591          ,Seal                       ,14,Machine-Down>2 Hours to Instal,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,14.82,36.0126,0
AL159594          ,________ ___�____,14,Machine-Down>2 Hours to Instal,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,46.51,113.0193,12
AL159962          ,Link End                   ,14,Machine-Down>2 Hours to Instal,496,"Hitch, tractor",A,Reserved for weekly deliv(50%),Y,64.85,157.5855,0
AL159963          ,Link End                   ,14,Machine-Down>2 Hours to Instal,496,"Hitch, tractor",A,Reserved for weekly deliv(50%),Y,67.47,163.9521,0
AL159964          ,Link End                   ,14,Machine-Down>2 Hours to Instal,496,"Hitch, tractor",A,Reserved for weekly deliv(50%),Y,118.88,288.8784,0
AL159969          ,Link End                   ,14,Machine-Down>2 Hours to Instal,496,"Hitch, tractor",B,20%(Class A +B=70 % of parts),Y,59.65,144.9495,0
AL159971          ,Link End                   ,14,Machine-Down>2 Hours to Instal,496,"Hitch, tractor",B,20%(Class A +B=70 % of parts),Y,51.38,124.8534,0
AL159972          ,Link End                   ,14,Machine-Down>2 Hours to Instal,496,"Hitch, tractor",B,20%(Class A +B=70 % of parts),Y,57.3,139.239,0
AL159973          ,Link End                   ,14,Machine-Down>2 Hours to Instal,496,"Hitch, tractor",B,20%(Class A +B=70 % of parts),Y,122.09,296.6787,0
AL159974          ,Check Valve                ,14,Machine-Down>2 Hours to Instal,   , ,C,20%(Class A+B+C=90% of parts),Y,65.43,158.9949,0
AL160126          ,Fan                        ,14,Machine-Down>2 Hours to Instal,   , ,A,Reserved for weekly deliv(50%),Y,120.19,292.0617,3
AL160457          ,Tapered Roller Bearing     ,14,Machine-Down>2 Hours to Instal,920,Bearings,C,20%(Class A+B+C=90% of parts),Y,31.93,77.5899,0
AL160535          ,_______,14,Machine-Down>2 Hours to Instal,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,39.82,96.7626,5
AL161043          ,Hydraulic Pump             ,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,1134,2755.62,3
AL161043.KAT,Hydraulic Pump,14,Machine-Down>2 Hours to Instal,523,"Hydraulics, tractor",B,20%(Class A +B=70 % of parts),Y,0,0,0
AL161289          ,Bearing                    ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,22.17,53.8731,0
AL161291          ,Bearing                    ,14,Machine-Down>2 Hours to Instal,920,Bearings,A,Reserved for weekly deliv(50%),Y,97.32,236.4876,0
AL161315          ,Seal                       ,14,Machine-Down>2 Hours to Instal,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,26.96,65.5128,2
AL161384          ,Seal                       ,14,Machine-Down>2 Hours to Instal,442,"Axle parts, tractor",A,Reserved for weekly deliv(50%),Y,39.82,96.7626,3
AL161500          ,Refrigerant Hose           ,14,Machine-Down>2 Hours to Instal,498,"Air conditioning, tractor",A,Reserved for weekly deliv(50%),Y,110.65,268.8795,0
AL161566          ,___�___ __�___,14,Machine-Down>2 Hours to Instal,425,"Electrical parts, tractor",B,20%(Class A +B=70 % of parts),Y,7.74,18.8082,0
